compound_fraction_number,plate_id,section_id,site,modality_name,col,cell_name,timepoint_id,modality_target,tp_time,plate_name,row,id,cell_code,stack_name,annotation,category,phenotype,uri
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,e7139b27-b888-4528-891c-fd274aa23255,2,NileRed,2,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,Lipids,,Fenpro-Prothio-Fenhe,D,b67e9233-bfed-400e-98e1-2abc74650dd7,BOTRCI,WGA_NileRed_CFW,1,Lipid,LDblur,file:///images/b67e9233-bfed-400e-98e1-2abc74650dd7.tif
NLL9765-4-1,274d9a78-4426-47fb-95d3-808e29a31fd4,c7a2c8f2-b7c8-470c-bb82-4d1977925746,2,CFW,2,Botrytis cinerea Pers. 1801,9b9172a5-cb6a-48c0-8a8d-d3ca4de9e92d,"Glucans, Chitin",00:00:00,LDtest-set1-P3-R2,E,7ad00ef0-e9ca-4985-ad54-073e6876d8c4,BOTRCI,NileRed_WGA_CFW,3,Cell wall,CFWbright,file:///images/7ad00ef0-e9ca-4985-ad54-073e6876d8c4.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,3e73c327-497a-467b-9572-ecee8b18cc20,3,BrightField,4,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,,,PolyoxB-Caspo,D,3edaee41-a7a7-429b-b793-fcd47eb5231d,BOTRCI,WGA_NileRed_CFW,0,Morphology,FullGerm,file:///images/3edaee41-a7a7-429b-b793-fcd47eb5231d.tif
,32e1c64f-97b7-433b-8cf7-c5419c3b86a3,ba0d5e25-0a08-4d69-8bfe-4841417e9cc5,5,WGA,8,Botrytis cinerea Pers. 1801,57feac49-c9d1-4ee2-bc53-9f2c57e7b74b,Chitin,,Azoxy-Bix-Fluop,G,ae2159aa-ac63-41c0-b194-b9b0b55825c1,BOTRCI,NileRed_WGA_CFW,1,Apical cell wall,WGAweak,file:///images/ae2159aa-ac63-41c0-b194-b9b0b55825c1.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,9a9b0f1e-135c-48ef-9d72-5afb35bd4952,4,WGA,12,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,Chitin,,LDtest-DataGen-24h-2,G,3f924b7f-3851-4310-a757-b39fedfd0f54,BOTRCI,NileRed_WGA_CFW,3,Apical cell wall,ACWapex,file:///images/3f924b7f-3851-4310-a757-b39fedfd0f54.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,71ee70e7-6b7e-4376-874a-8fa94845580f,5,WGA,5,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,Chitin,,Fenpro-Prothio-Fenhe,G,3eb5f08f-c6c2-452c-94d3-d3ea53b83f0e,BOTRCI,WGA_NileRed_CFW,3,Apical cell wall,ACWapex,file:///images/3eb5f08f-c6c2-452c-94d3-d3ea53b83f0e.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,bafda73b-a28e-4ca1-8cbb-3c41b0496e3b,7,CFW,4,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,"Glucans, Chitin",,LDtest-DataGen-24h-1,B,36a7a53e-0a26-4e7f-88ad-128e87f3d79f,BOTRCI,NileRed_WGA_CFW,1,Cell wall,CFWweak,file:///images/36a7a53e-0a26-4e7f-88ad-128e87f3d79f.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,71ee70e7-6b7e-4376-874a-8fa94845580f,2,WGA,8,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,Chitin,,Fenpro-Prothio-Fenhe,B,b6675b69-bcf4-430a-97ac-b50d38feabb6,BOTRCI,WGA_NileRed_CFW,3,Apical cell wall,ACWapex,file:///images/b6675b69-bcf4-430a-97ac-b50d38feabb6.tif
,32e1c64f-97b7-433b-8cf7-c5419c3b86a3,fd57e84c-3047-4342-a4f3-88f81b64915c,6,CFW,2,Botrytis cinerea Pers. 1801,57feac49-c9d1-4ee2-bc53-9f2c57e7b74b,"Glucans, Chitin",,Azoxy-Bix-Fluop,B,198a7b83-2718-45f5-89ee-9f9dbc62410f,BOTRCI,NileRed_WGA_CFW,1,Cell wall,CFWweak,file:///images/198a7b83-2718-45f5-89ee-9f9dbc62410f.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,33f74b26-b709-49e4-994c-3b49e7cba8f0,3,BrightField,10,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,,,Fenpro-Prothio-Fenhe,D,53f6c4fe-f954-4a01-975c-090431cab9ad,BOTRCI,WGA_NileRed_CFW,6,Morphology,GermNone,file:///images/53f6c4fe-f954-4a01-975c-090431cab9ad.tif
,32e1c64f-97b7-433b-8cf7-c5419c3b86a3,ba0d5e25-0a08-4d69-8bfe-4841417e9cc5,1,BrightField,8,Botrytis cinerea Pers. 1801,57feac49-c9d1-4ee2-bc53-9f2c57e7b74b,,,Azoxy-Bix-Fluop,B,29f252a6-fe0e-44bc-8f95-9f05245df3b7,BOTRCI,NileRed_WGA_CFW,1,Morphology,GermInhib,file:///images/29f252a6-fe0e-44bc-8f95-9f05245df3b7.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,c4f8111f-9e92-4e94-8bac-a5c3fbeaa1b9,1,BrightField,3,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,,,LDtest-DataGen-24h-1,G,957c9ce3-85e7-43a9-83f5-2c51d8c30aea,BOTRCI,NileRed_WGA_CFW,3,Morphology,GlucanSynInhib,file:///images/957c9ce3-85e7-43a9-83f5-2c51d8c30aea.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,df97a085-436d-4ae0-811e-e50ce46d4275,6,CFW,2,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,"Glucans, Chitin",,LDtest-DataGen-24h-2,C,2561826b-632e-41c9-b61c-f520c00cadaf,BOTRCI,NileRed_WGA_CFW,2,Cell wall,CWsepta,file:///images/2561826b-632e-41c9-b61c-f520c00cadaf.tif
,32e1c64f-97b7-433b-8cf7-c5419c3b86a3,ba0d5e25-0a08-4d69-8bfe-4841417e9cc5,4,CFW,7,Botrytis cinerea Pers. 1801,57feac49-c9d1-4ee2-bc53-9f2c57e7b74b,"Glucans, Chitin",,Azoxy-Bix-Fluop,A,e2bc296c-a8bf-4882-a57d-72e43c09249f,BOTRCI,NileRed_WGA_CFW,1,Cell wall,CFWweak,file:///images/e2bc296c-a8bf-4882-a57d-72e43c09249f.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,c4f8111f-9e92-4e94-8bac-a5c3fbeaa1b9,2,NileRed,8,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,G,9a32be63-e8ad-4f9d-8d38-c5be2f7a6cb9,BOTRCI,NileRed_WGA_CFW,3,Lipid,LDhyph,file:///images/9a32be63-e8ad-4f9d-8d38-c5be2f7a6cb9.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,df97a085-436d-4ae0-811e-e50ce46d4275,6,NileRed,4,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,Lipids,,LDtest-DataGen-24h-2,C,fd9cb957-9f8a-441e-8e58-3e3e02232eb3,BOTRCI,NileRed_WGA_CFW,1,Lipid,LDblur,file:///images/fd9cb957-9f8a-441e-8e58-3e3e02232eb3.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,33f74b26-b709-49e4-994c-3b49e7cba8f0,4,BrightField,12,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,,,Fenpro-Prothio-Fenhe,D,61dc0dee-5a56-4a28-b6dd-fc4b6b3a7211,BOTRCI,WGA_NileRed_CFW,6,Morphology,GermNone,file:///images/61dc0dee-5a56-4a28-b6dd-fc4b6b3a7211.tif
,32e1c64f-97b7-433b-8cf7-c5419c3b86a3,fd57e84c-3047-4342-a4f3-88f81b64915c,2,NileRed,3,Botrytis cinerea Pers. 1801,57feac49-c9d1-4ee2-bc53-9f2c57e7b74b,Lipids,,Azoxy-Bix-Fluop,D,b430726f-67c9-46c8-bf16-815241f57a10,BOTRCI,NileRed_WGA_CFW,1,Lipid,LDblur,file:///images/b430726f-67c9-46c8-bf16-815241f57a10.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,3e73c327-497a-467b-9572-ecee8b18cc20,4,CFW,4,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,"Glucans, Chitin",,PolyoxB-Caspo,H,333098b0-6da2-4424-be70-631cae02c5d7,BOTRCI,WGA_NileRed_CFW,2,Cell wall,CWsepta,file:///images/333098b0-6da2-4424-be70-631cae02c5d7.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,0882609e-b2bc-4721-89bc-d9339467b199,8,NileRed,2,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,E,86d60deb-f85b-4736-9390-4b75f7b82b64,BOTRCI,NileRed_WGA_CFW,2,Lipid,LDlarge,file:///images/86d60deb-f85b-4736-9390-4b75f7b82b64.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,c0b1f2b0-864e-44c5-90c9-502ec55219f2,1,NileRed,3,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,C,4b7694fe-2c13-4271-b5f1-ef3f8fec5816,BOTRCI,NileRed_WGA_CFW,1,Lipid,LDblur,file:///images/4b7694fe-2c13-4271-b5f1-ef3f8fec5816.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,3e73c327-497a-467b-9572-ecee8b18cc20,5,CFW,3,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,"Glucans, Chitin",,PolyoxB-Caspo,B,3bc796e9-a3b0-4057-8be3-cefedef187c3,BOTRCI,WGA_NileRed_CFW,2,Cell wall,CWsepta,file:///images/3bc796e9-a3b0-4057-8be3-cefedef187c3.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,f8d7aa86-2c49-4b8a-be60-b2b42cbbf873,5,BrightField,5,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,,,LDtest-DataGen-24h-2,A,109028a5-9089-4068-aa3d-fdc1cc2aa8a9,BOTRCI,NileRed_WGA_CFW,4,Morphology,GermAgglo,file:///images/109028a5-9089-4068-aa3d-fdc1cc2aa8a9.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,0882609e-b2bc-4721-89bc-d9339467b199,3,NileRed,8,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,E,36c617a1-a3a9-4417-bb85-86644cb4e438,BOTRCI,NileRed_WGA_CFW,2,Lipid,LDlarge,file:///images/36c617a1-a3a9-4417-bb85-86644cb4e438.tif
,32e1c64f-97b7-433b-8cf7-c5419c3b86a3,fd57e84c-3047-4342-a4f3-88f81b64915c,2,WGA,1,Botrytis cinerea Pers. 1801,57feac49-c9d1-4ee2-bc53-9f2c57e7b74b,Chitin,,Azoxy-Bix-Fluop,E,540ca236-84ee-47b2-9540-5462b727ad2f,BOTRCI,NileRed_WGA_CFW,1,Apical cell wall,WGAweak,file:///images/540ca236-84ee-47b2-9540-5462b727ad2f.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,c0b1f2b0-864e-44c5-90c9-502ec55219f2,4,NileRed,12,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,C,cbf9e778-f91d-43a0-9f27-59072a0445bc,BOTRCI,NileRed_WGA_CFW,1,Lipid,LDblur,file:///images/cbf9e778-f91d-43a0-9f27-59072a0445bc.tif
,32e1c64f-97b7-433b-8cf7-c5419c3b86a3,fd57e84c-3047-4342-a4f3-88f81b64915c,1,WGA,2,Botrytis cinerea Pers. 1801,57feac49-c9d1-4ee2-bc53-9f2c57e7b74b,Chitin,,Azoxy-Bix-Fluop,E,4cb15d4b-0694-4faf-a419-2b29e804049b,BOTRCI,NileRed_WGA_CFW,1,Apical cell wall,WGAweak,file:///images/4cb15d4b-0694-4faf-a419-2b29e804049b.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,3e73c327-497a-467b-9572-ecee8b18cc20,5,WGA,2,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,Chitin,,PolyoxB-Caspo,B,dbf1129b-3ef6-48a7-8404-f3ac25b54e70,BOTRCI,WGA_NileRed_CFW,3,Apical cell wall,ACWapex,file:///images/dbf1129b-3ef6-48a7-8404-f3ac25b54e70.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,0882609e-b2bc-4721-89bc-d9339467b199,9,BrightField,3,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,,,LDtest-DataGen-24h-1,E,31d624aa-0ea0-410e-9646-640ee66dcb1e,BOTRCI,NileRed_WGA_CFW,1,Morphology,GermInhib,file:///images/31d624aa-0ea0-410e-9646-640ee66dcb1e.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,083315bb-439d-4ddf-b3db-2dcf9a69fadd,9,CFW,9,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,"Glucans, Chitin",,LDtest-DataGen-24h-2,D,5743cff8-8ab6-4500-9b81-2d46a92c564d,BOTRCI,NileRed_WGA_CFW,2,Cell wall,CWsepta,file:///images/5743cff8-8ab6-4500-9b81-2d46a92c564d.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,c0b1f2b0-864e-44c5-90c9-502ec55219f2,8,CFW,4,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,"Glucans, Chitin",,LDtest-DataGen-24h-1,C,dedcd229-904b-4e39-bcd5-32d3959bee9b,BOTRCI,NileRed_WGA_CFW,2,Cell wall,CWsepta,file:///images/dedcd229-904b-4e39-bcd5-32d3959bee9b.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,858c2a18-8a11-4991-a9db-7c1eab32eba9,7,BrightField,12,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,,,LDtest-DataGen-24h-1,F,0b26eca0-3d98-4e4e-b5f7-8fde4eb216a0,BOTRCI,NileRed_WGA_CFW,1,Morphology,GermInhib,file:///images/0b26eca0-3d98-4e4e-b5f7-8fde4eb216a0.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,f8d7aa86-2c49-4b8a-be60-b2b42cbbf873,7,NileRed,2,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,Lipids,,LDtest-DataGen-24h-2,A,18322de4-7168-4767-8dc2-ec4a165684c7,BOTRCI,NileRed_WGA_CFW,3,Lipid,LDhyph,file:///images/18322de4-7168-4767-8dc2-ec4a165684c7.tif
,32e1c64f-97b7-433b-8cf7-c5419c3b86a3,ba0d5e25-0a08-4d69-8bfe-4841417e9cc5,1,WGA,5,Botrytis cinerea Pers. 1801,57feac49-c9d1-4ee2-bc53-9f2c57e7b74b,Chitin,,Azoxy-Bix-Fluop,G,01e12907-6200-4650-b2a1-ffe5fcd5d789,BOTRCI,NileRed_WGA_CFW,1,Apical cell wall,WGAweak,file:///images/01e12907-6200-4650-b2a1-ffe5fcd5d789.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,e7139b27-b888-4528-891c-fd274aa23255,4,CFW,3,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,"Glucans, Chitin",,Fenpro-Prothio-Fenhe,B,7eceedd6-43f1-4573-97ce-b461be429b4f,BOTRCI,WGA_NileRed_CFW,0,Cell wall,CWclust,file:///images/7eceedd6-43f1-4573-97ce-b461be429b4f.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,71ee70e7-6b7e-4376-874a-8fa94845580f,6,BrightField,8,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,,,Fenpro-Prothio-Fenhe,C,65a1e8fc-f705-4650-8b04-1bab24b9ce77,BOTRCI,WGA_NileRed_CFW,0,Morphology,FullGerm,file:///images/65a1e8fc-f705-4650-8b04-1bab24b9ce77.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,71ee70e7-6b7e-4376-874a-8fa94845580f,1,CFW,6,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,"Glucans, Chitin",,Fenpro-Prothio-Fenhe,B,c0a74a9f-dac2-41c6-9799-b556183ed60d,BOTRCI,WGA_NileRed_CFW,2,Cell wall,CWsepta,file:///images/c0a74a9f-dac2-41c6-9799-b556183ed60d.tif
,32e1c64f-97b7-433b-8cf7-c5419c3b86a3,fd57e84c-3047-4342-a4f3-88f81b64915c,6,WGA,4,Botrytis cinerea Pers. 1801,57feac49-c9d1-4ee2-bc53-9f2c57e7b74b,Chitin,,Azoxy-Bix-Fluop,F,bc298eeb-ed6a-4e6b-9a85-ed536a0a897b,BOTRCI,NileRed_WGA_CFW,1,Apical cell wall,WGAweak,file:///images/bc298eeb-ed6a-4e6b-9a85-ed536a0a897b.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,868f820e-4d28-4b22-a877-742ae062aaf6,3,CFW,8,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,"Glucans, Chitin",,PolyoxB-Caspo,H,7bddcdb0-0fdc-4375-a3cb-d8be6bf932cc,BOTRCI,WGA_NileRed_CFW,2,Cell wall,CWsepta,file:///images/7bddcdb0-0fdc-4375-a3cb-d8be6bf932cc.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,71ee70e7-6b7e-4376-874a-8fa94845580f,5,WGA,8,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,Chitin,,Fenpro-Prothio-Fenhe,G,6b6c081d-41e7-4cd3-a154-6784e38a46d4,BOTRCI,WGA_NileRed_CFW,3,Apical cell wall,ACWapex,file:///images/6b6c081d-41e7-4cd3-a154-6784e38a46d4.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,083315bb-439d-4ddf-b3db-2dcf9a69fadd,3,WGA,12,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,Chitin,,LDtest-DataGen-24h-2,D,6c502889-1768-40c6-b21d-ef29ef8b0bce,BOTRCI,NileRed_WGA_CFW,3,Apical cell wall,ACWapex,file:///images/6c502889-1768-40c6-b21d-ef29ef8b0bce.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,d3fb9c6e-9e25-43ba-a452-dbb88e94b1b5,7,CFW,4,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,"Glucans, Chitin",,LDtest-DataGen-24h-1,H,45417fcc-f789-40b4-bf4e-23631e029da7,BOTRCI,NileRed_WGA_CFW,3,Cell wall,CFWbright,file:///images/45417fcc-f789-40b4-bf4e-23631e029da7.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,d3fb9c6e-9e25-43ba-a452-dbb88e94b1b5,7,CFW,2,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,"Glucans, Chitin",,LDtest-DataGen-24h-1,H,8ea9c493-a9fa-4208-a71f-bc1e3bfa387a,BOTRCI,NileRed_WGA_CFW,3,Cell wall,CFWbright,file:///images/8ea9c493-a9fa-4208-a71f-bc1e3bfa387a.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,d146a7fa-30d7-49d9-9de3-d44bf885b82d,3,NileRed,3,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,Lipids,,LDtest-DataGen-24h-2,B,128592f7-f9cc-48e1-8baa-7099d0244144,BOTRCI,NileRed_WGA_CFW,2,Lipid,LDlarge,file:///images/128592f7-f9cc-48e1-8baa-7099d0244144.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,f8d7aa86-2c49-4b8a-be60-b2b42cbbf873,2,CFW,10,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,"Glucans, Chitin",,LDtest-DataGen-24h-2,A,ec1557aa-1a78-4180-8d24-874cf6fd9f74,BOTRCI,NileRed_WGA_CFW,4,Cell wall,CWswell,file:///images/ec1557aa-1a78-4180-8d24-874cf6fd9f74.tif
NLL9765-4-1,274d9a78-4426-47fb-95d3-808e29a31fd4,c7a2c8f2-b7c8-470c-bb82-4d1977925746,8,NileRed,2,Botrytis cinerea Pers. 1801,9b9172a5-cb6a-48c0-8a8d-d3ca4de9e92d,Lipids,00:00:00,LDtest-set1-P3-R2,E,1d98a3b7-9e36-4bd9-bddd-6e20993546aa,BOTRCI,NileRed_WGA_CFW,1,Lipid,LDblur,file:///images/1d98a3b7-9e36-4bd9-bddd-6e20993546aa.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,d146a7fa-30d7-49d9-9de3-d44bf885b82d,3,BrightField,1,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,,,LDtest-DataGen-24h-2,B,a5d1c3e4-8669-44e3-baf9-11330668e076,BOTRCI,NileRed_WGA_CFW,4,Morphology,GermAgglo,file:///images/a5d1c3e4-8669-44e3-baf9-11330668e076.tif
,67c03d72-d8b3-44f4-86d4-cd003905634a,868f820e-4d28-4b22-a877-742ae062aaf6,1,NileRed,7,Botrytis cinerea Pers. 1801,b28eb622-09cb-4cb8-9e8d-390ed6ec2604,Lipids,,PolyoxB-Caspo,A,cb91334d-2b51-408b-b864-a1e80ccf36b5,BOTRCI,WGA_NileRed_CFW,0,Lipid,LDdroplets,file:///images/cb91334d-2b51-408b-b864-a1e80ccf36b5.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,12b063db-40b2-4819-90d4-405d3a70c684,2,BrightField,8,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,,,LDtest-DataGen-24h-1,A,83564608-5db3-4c7c-82f7-a5c756565006,BOTRCI,NileRed_WGA_CFW,2,Morphology,GermEntangled,file:///images/83564608-5db3-4c7c-82f7-a5c756565006.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,9a9b0f1e-135c-48ef-9d72-5afb35bd4952,9,WGA,8,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,Chitin,,LDtest-DataGen-24h-2,G,a6ba105a-e91f-4844-910d-408f64951928,BOTRCI,NileRed_WGA_CFW,3,Apical cell wall,ACWapex,file:///images/a6ba105a-e91f-4844-910d-408f64951928.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,df97a085-436d-4ae0-811e-e50ce46d4275,3,BrightField,11,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,,,LDtest-DataGen-24h-2,C,dcebcdd8-3df4-47bb-a316-4d69632284c9,BOTRCI,NileRed_WGA_CFW,5,Morphology,SBI1,file:///images/dcebcdd8-3df4-47bb-a316-4d69632284c9.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,bafda73b-a28e-4ca1-8cbb-3c41b0496e3b,2,CFW,10,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,"Glucans, Chitin",,LDtest-DataGen-24h-1,B,1628c733-ffbd-4c2a-bad5-6821a29f41cd,BOTRCI,NileRed_WGA_CFW,1,Cell wall,CFWweak,file:///images/1628c733-ffbd-4c2a-bad5-6821a29f41cd.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,71ee70e7-6b7e-4376-874a-8fa94845580f,4,WGA,6,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,Chitin,,Fenpro-Prothio-Fenhe,B,a9350110-168f-4eb9-857f-cb91830f478a,BOTRCI,WGA_NileRed_CFW,3,Apical cell wall,ACWapex,file:///images/a9350110-168f-4eb9-857f-cb91830f478a.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,c0b1f2b0-864e-44c5-90c9-502ec55219f2,8,NileRed,11,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,C,8b70a2d1-09a4-48c5-80eb-cf14b15707a2,BOTRCI,NileRed_WGA_CFW,1,Lipid,LDblur,file:///images/8b70a2d1-09a4-48c5-80eb-cf14b15707a2.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,a97a699c-b45a-4a62-8067-d243c877bdd7,7,WGA,5,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,Chitin,,LDtest-DataGen-24h-2,H,b0f113cf-4c41-4160-92b3-38932d2a2257,BOTRCI,NileRed_WGA_CFW,3,Apical cell wall,ACWapex,file:///images/b0f113cf-4c41-4160-92b3-38932d2a2257.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,c4f8111f-9e92-4e94-8bac-a5c3fbeaa1b9,8,NileRed,12,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Lipids,,LDtest-DataGen-24h-1,G,1827509c-c498-4946-a037-61957e485b93,BOTRCI,NileRed_WGA_CFW,3,Lipid,LDhyph,file:///images/1827509c-c498-4946-a037-61957e485b93.tif
,134012ad-4e9b-483e-87ed-fcc83711faff,bafda73b-a28e-4ca1-8cbb-3c41b0496e3b,3,WGA,10,Botrytis cinerea Pers. 1801,e559650a-1f03-482c-b6a9-8a3acfef82f4,Chitin,,LDtest-DataGen-24h-1,B,4180c023-cb3d-4fa3-9a57-67bf51143a1c,BOTRCI,NileRed_WGA_CFW,2,Apical cell wall,WGAnoSig,file:///images/4180c023-cb3d-4fa3-9a57-67bf51143a1c.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,083315bb-439d-4ddf-b3db-2dcf9a69fadd,3,WGA,1,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,Chitin,,LDtest-DataGen-24h-2,D,3b034466-6c8d-4be3-bceb-7bbf9f8bbd1c,BOTRCI,NileRed_WGA_CFW,3,Apical cell wall,ACWapex,file:///images/3b034466-6c8d-4be3-bceb-7bbf9f8bbd1c.tif
,fc5b2f8d-dd12-495e-8fef-a69e1ab4c317,df97a085-436d-4ae0-811e-e50ce46d4275,1,CFW,12,Botrytis cinerea Pers. 1801,778d6dc0-0414-42d0-bdf8-dc3348515304,"Glucans, Chitin",,LDtest-DataGen-24h-2,C,4fb9770b-27bf-4228-8fac-a2d70fc5dfc3,BOTRCI,NileRed_WGA_CFW,2,Cell wall,CWsepta,file:///images/4fb9770b-27bf-4228-8fac-a2d70fc5dfc3.tif
,a44218fc-1e3e-425c-a680-d796a9a5ccd2,e7139b27-b888-4528-891c-fd274aa23255,4,NileRed,2,Botrytis cinerea Pers. 1801,1d0d347e-b4ed-4d69-a610-55d4df3df6e5,Lipids,,Fenpro-Prothio-Fenhe,A,8af4aaa0-6850-4f6e-a24a-264a17ed6bb8,BOTRCI,WGA_NileRed_CFW,1,Lipid,LDblur,file:///images/8af4aaa0-6850-4f6e-a24a-264a17ed6bb8.tif
